Stop_Code_LBSL,Stop_Name,Location_Easting,Location_Northing,Latitude,Longitude,Heading,Sms_Code,Stop_Area,Virtual_Bus_Stop
8086,WEST HAM PARK,540372,184111,51.53794379,0.024250414,20,74206,A317,0
8087,PLASHET ROAD / PORTWAY,540347,183980,51.53677274,0.023837905,187,53922,A317,0
8088,PLASHET ROAD / PORTWAY,540339,183875,51.53583111,0.023680757,354,58714,A316,0
8089,CRESCENT ROAD,540358,183797,51.53512541,0.023923451,173,57214,A315,0
809,WEST CROYDON STATION #,532112,166077,51.37785524,-0.101529431,329,75259,HA04,0
8090,CRESCENT ROAD,540356,183720,51.53443392,0.02386393,353,51938,A315,0
8091,TERRACE ROAD,540386,183542,51.5328268,0.024225243,173,52441,A314,0
8092,STOPFORD ROAD,540371,183496,51.53241714,0.023990763,46,73247,A314,0
8096,KENNEDY CLOSE,540346,183191,51.52968237,0.023508961,299,52153,A610,0
8097,KENNEDY CLOSE,540371,183204,51.52979298,0.023874351,119,72849,A610,0
8098,BALAAM STREET,540501,183130,51.52909562,0.02571791,120,71937,A611,0
81,HIGH STREET KENSINGTON STATION <>,525456,179533,51.50030978,-0.192355488,59,52562,7A02,0
8100,PERTH ROAD,540695,182977,51.52767232,0.028451955,146,51407,A604,0
8101,GAD CLOSE,540747,182890,51.52687751,0.029166383,320,53925,A604,0
8102,BARKING ROAD,540859,182770,51.52577116,0.030732016,146,57800,A603,0
8104,BEAUMONT ROAD,540929,182603,51.52425289,0.031673689,158,58312,A612,0
8105,BARKING ROAD,540839,182773,51.52580311,0.030445075,327,58338,A603,0
8107,WIGSTON ROAD,540952,182486,51.52319569,0.031958222,343,75146,A509,0
8108,NEWHAM UNIVERSITY HOSPITAL,541008,182354,51.52199546,0.032712132,159,56522,A510,0
8109,NEWHAM UNIVERSITY HOSPITAL,540990,182366,51.52210779,0.03245763,341,71369,A510,0
8110,BENNETT ROAD,541095,182027,51.51903504,0.03383448,170,51395,A511,0
8113,BENNETT ROAD,541083,182016,51.51893918,0.033657217,351,77154,A511,0
8116,NEWHAM WAY,541101,181674,51.5158612,0.033779559,195,72728,A001,0
8118,MORTLAKE ROAD,541079,181469,51.51402439,0.03338061,183,59562,A002,0
8122,VICTORIA DOCK ROAD,541246,181006,51.50982177,0.03560043,156,53158,A101,0
8123,VICTORIA DOCK ROAD,541238,180994,51.50971593,0.035480407,337,56594,A101,0
8129,HIGH STREET PLAISTOW,540159,183248,51.53024107,0.020837288,196,59297,A607,0
8131,FLORENCE ROAD,540092,183021,51.52821769,0.019781608,195,74251,A606,0
8132,FLORENCE ROAD,540104,183097,51.52889771,0.01998474,16,49261,A606,0
8135,GRANGE ROAD,540091,182713,51.52544998,0.019644685,169,72693,A508,0
8136,SUFFOLK ROAD,540021,182663,51.525018,0.018616315,77,72569,A508,0
8139,EAST LONDON CEMETERY,539856,182613,51.52460954,0.016219321,255,52560,A507,0
8140,LADYSMITH ROAD,539749,182553,51.52409682,0.014653988,40,58353,A507,0
8143,STEPHENS COURT,539706,182368,51.52244488,0.013961131,178,53476,A506,0
8144,STEPHENS COURT,539695,182397,51.52270822,0.013814163,358,51412,A506,0
8145,BLAKE ROAD,539717,182144,51.52042909,0.014030761,181,54625,A505,0
8146,BLAKE ROAD,539705,182206,51.52098925,0.013882481,356,51013,A505,0
8148,STAR LANE,539712,181961,51.51878572,0.013886168,337,74089,A504,0
8149,STAR LANE,539739,181926,51.5184645,0.014261222,156,58898,A504,0
815,SANDERSTEAD ROAD,532517,163216,51.35204689,-0.096779501,19,55005,H402,0
8152,RATHBONE MARKET,539549,181661,51.51612994,0.011419347,54,57968,A502,0
8153,RATHBONE MARKET,539541,181636,51.51590725,0.011294214,234,73168,A502,0
8154,PLAISTOW BROADWAY,540510,183060,51.5284643,0.025819653,185,47035,A613,0
8156,SEWELL STREET,540505,182844,51.52652438,0.025661436,170,50604,A614,0
8157,SEWELL STREET,540491,182868,51.52674355,0.025469308,354,73644,A614,0
8158,LIDDON ROAD,540485,182586,51.52421076,0.025270384,206,51193,A615,0
8159,BALAAM PARK HEALTH CENTRE,540509,182734,51.52553484,0.025675181,354,58477,A615,0
816,SOUTH CROYDON BUS GARAGE,532560,163361,51.35334008,-0.096108264,181,47332,H401,0
8162,BARKING ROAD,540417,182365,51.52224157,0.02420264,185,54825,A525,0
8163,BARKING ROAD,540405,182365,51.52224456,0.024029769,5,50813,A525,0
8164,PLAISTOW / ABBEY ARMS,540443,182298,51.52163299,0.024550485,149,77508,A524,0
8168,DENMARK STREET,540546,182019,51.51910003,0.025922981,191,53727,A523,0
8169,DENMARK STREET,540538,182067,51.51953339,0.025826887,354,57170,A523,0
8170,NEWHAM WAY,540506,181832,51.51742944,0.025272214,194,52275,A522,0
8171,NEWHAM WAY,540491,181843,51.51753203,0.025060533,15,72702,A522,0
8173,RUSSELL ROAD,540652,181445,51.51391519,0.027220805,172,74934,A004,0
8177,RUSSELL ROAD,540615,181359,51.51315154,0.026653571,17,51660,A004,0
8178,VANDOME CLOSE,540638,181159,51.51134844,0.026905044,168,57569,A005,0
8180,LESLIE ROAD,540686,181023,51.51011428,0.027542087,159,52625,A107,0
8181,LESLIE ROAD,540661,181060,51.51045301,0.027196798,337,72057,A107,0
8186,PRINCE REGENT STATION [DLR],541177,180964,51.50946157,0.034589875,93,54750,A105,0
82,HIGH STREET KENSINGTON STATION <>,525561,179581,51.50071788,-0.190826309,234,72233,7A02,0
8204,HIGH STREET / GREEN STREET GREEN,545606,163533,51.35169208,0.091207163,186,52479,F405,0
8239,HIGH STREET / GREEN STREET GREEN,545599,163571,51.35203537,0.091122252,6,58058,F405,0
8276,GREAT PORTLAND STREET STATION <>,528865,182083,51.52246152,-0.142331746,163,50533,903,0
8279,REGENTS PARK STATION <>,528641,182163,51.52323161,-0.145529807,73,72605,906,0
8285,ST JOHN'S CHURCH,527784,192130,51.61300702,-0.154252206,93,77993,TQ04,0
8287,GREAT PORTLAND STREET STATION <>,528854,182070,51.52234719,-0.142494983,343,77956,903,0
829,OLD CAVENDISH STREET,528735,181172,51.51430332,-0.144537564,78,50279,809,0
8294,LAMBETH PALACE,530610,178950,51.49390233,-0.118351667,232,47033,4006,0
8295,LAMBETH PALACE,530635,178988,51.49423809,-0.117977641,61,51511,4006,0
8296,PRATT WALK,530827,179051,51.4947599,-0.115189799,68,54076,4007,0
8297,PRATT WALK,530840,179039,51.49464904,-0.115007069,248,71809,4007,0
83,HOLLAND STREET / HIGH ST KENSINGTON <>,525605,179797,51.50264952,-0.190115739,335,51239,7A03,0
830,WARDOUR STREET,529412,181317,51.51545184,-0.13473224,81,75249,0A03,0
8301,IMPERIAL WAR MUSEUM,531254,179210,51.49608994,-0.108982504,248,77937,4305,0
8302,COIN STREET,531306,180314,51.50600017,-0.107822759,57,91535,4202,0
8303,COIN STREET,531292,180293,51.50581469,-0.108032207,237,71427,4202,0
8307,BOROUGH ROAD,531976,179421,51.4978182,-0.098507634,6,52206,3110,0
831,WARDOUR STREET,529401,181300,51.51530157,-0.134896939,257,71925,0A03,0
8315,IMPERIAL WAR MUSEUM,531306,179249,51.49642838,-0.108219248,67,53652,4305,0
8316,THE HOP EXCHANGE,532553,180151,51.50424405,-0.089924904,85,76176,3502,0
8317,THE HOP EXCHANGE,532580,180139,51.50412986,-0.089540581,262,71890,3502,0
8318,WELL STREET,534894,184052,51.53874946,-0.054718338,207,48424,DF03,0
8319,CHESTER GATE,528821,182558,51.52674073,-0.142791949,359,73513,8L08,0
832,SHEPHERDS BUSH STATION <>,523650,179897,51.50397951,-0.218236155,97,71499,6602,0
8320,CHESTER GATE,528830,182647,51.52753859,-0.142629711,176,71449,8L06,0
8321,ROBERT STREET,528812,182750,51.52846843,-0.142851399,358,73874,8L06,0
8322,ROBERT STREET,528819,182823,51.52912294,-0.142723828,169,58296,8L05,0
8323,CUMBERLAND TERRACE,528764,182972,51.53047466,-0.143461868,345,48374,8L05,0
8324,CUMBERLAND TERRACE,528754,183041,51.53109709,-0.143580736,164,48168,8L04,0
8325,REGENTS PARK BARRACKS,528702,183179,51.53234926,-0.14427962,343,75625,8L04,0
8326,REGENTS PARK BARRACKS,528658,183354,51.53393214,-0.144849732,163,56627,8L03,0
8329,GREAT PORTLAND STREET STATION <>,528957,182209,51.52357297,-0.140960133,75,55630,8212,0
8330,BRITISH LIBRARY,530026,182778,51.52844179,-0.125348233,58,53509,8504,0
8332,ACTON STREET,530598,182644,51.52710543,-0.117155889,341,56706,8803,0
8340,CAMDEN HIGH STREET,528852,183842,51.5382739,-0.14187534,63,74369,8H09,0
8341,EUSTON STATION <> #,529678,182719,51.52799156,-0.130384377,144,57641,8303,0
8342,EUSTON STATION <> / EVERSHOLT STREET,529633,182761,51.52837938,-0.131017326,324,76141,8303,0
8343,ALDENHAM STREET,529479,182993,51.53049986,-0.133151042,145,58422,8304,0
8344,ALDENHAM STREET,529419,183061,51.53112478,-0.133990644,325,57918,8304,0
8348,WARREN STREET STATION <>,529296,182219,51.52358532,-0.136072227,336,53811,8204,0
8353,NORTH CHEAM / QUEEN VICTORIA,523393,165096,51.37100014,-0.227096855,132,77189,JC07,0
8354,WELLINGTON AVENUE,523368,165097,51.37101456,-0.227455522,310,57236,JC07,0
836,ROYAL CRESCENT,524018,179986,51.5046988,-0.212904842,71,56951,7705,0
8363,PENTON RISE,530804,183062,51.53081455,-0.114032426,81,48684,C006,0
8368,CENTRAL STREET,531936,182961,51.52964339,-0.097758424,291,52126,C201,0
8369,CENTRAL STREET,531941,182973,51.52975007,-0.097681881,111,72611,C201,0
837,ROYAL CRESCENT,524046,179977,51.50461176,-0.21250474,251,53358,7705,0
8371,WINDSOR TERRACE,532354,182817,51.52825135,-0.091789452,110,49340,C202,0
8372,WINDSOR TERRACE,532361,182797,51.52806996,-0.091696107,290,73417,C202,0
8375,MOORFIELDS EYE HOSPITAL,532529,182750,51.52760814,-0.089293116,110,57737,C503,0
8376,ACTON STREET,530811,182763,51.52812564,-0.114042633,173,72550,8804,0
8378,GWYNNE PLACE,530884,182609,51.52672464,-0.113048009,135,49787,8805,0
8380,CALTHORPE STREET,531036,182485,51.52557492,-0.110904045,310,52954,C111,0
8381,BOWLING GREEN LANE,531270,182266,51.52355229,-0.107614153,135,71329,C401,0
8383,CLERKENWELL ROAD,531404,182116,51.52217299,-0.105739501,146,49039,C402,0
8385,GOSWELL ROAD / EARLSTOKE ESTATE,531779,182862,51.52879029,-0.100057746,137,58215,C106,0
8386,SPENCER STREET,531834,182724,51.52753718,-0.099316907,340,48691,C204,0
8387,SPENCER STREET,531842,182750,51.52776898,-0.099191904,159,73939,C204,0
8388,PERCIVAL STREET,531903,182506,51.52556178,-0.098404354,343,76991,C304,0
8389,PERCIVAL STREET,531880,182623,51.52661869,-0.098691929,163,47740,C203,0
839,UPPER ADDISON GARDENS,523972,179788,51.50292925,-0.213636961,318,75570,7701,0
8390,GOSWELL ROAD / GREAT SUTTON STREET,531964,182285,51.52356129,-0.097608261,345,48964,C302,0
8391,PEARTREE STREET,531952,182378,51.52439993,-0.097746312,164,75533,C303,0
8392,CLERKENWELL ROAD,531989,182250,51.52324088,-0.09726119,151,57859,C302,0
8393,CLERKENWELL ROAD / OLD STREET,532049,182151,51.52233709,-0.096433861,327,57965,C301,0
8394,BALTIC STREET,532091,182096,51.52183296,-0.095849389,162,73280,C301,0
8395,PIMLICO ACADEMY & LIBRARY,529421,178237,51.48776755,-0.135732814,252,73330,0L12,0
8396,PIMLICO ACADEMY & LIBRARY,529350,178160,51.48709174,-0.136783181,347,47103,0H03,0
8398,FINCHLEY ROAD,525145,185777,51.55649981,-0.194615156,12,51307,8B14,0
8399,FORTUNE GREEN ROAD,525156,185766,51.5563985,-0.194460466,192,53194,8B14,0
84,YORK HSE PL / HIGH ST KENSINGTON STN <>,525593,179854,51.5031645,-0.190268259,159,76802,7A03,0
840,SHEPHERDS BUSH ROAD,523345,179728,51.50252717,-0.222687957,54,51517,6607,0
8402,HOLY TRINITY SCHOOL,508266,191739,51.61358535,-0.43617318,317,53759,PN04,0
8405,DUNBAR AVENUE,531216,169314,51.40715657,-0.113200813,308,52677,HN05,0
8406,DUNBAR AVENUE,531158,169363,51.40761039,-0.114016206,117,56429,HN05,0
8407,FIFTH AVENUE,524150,182951,51.5313195,-0.209959016,257,47314,RD08,0
8408,ALLINGTON ROAD,524220,182989,51.53164565,-0.208936854,59,71784,RD08,0
8409,CATFORD ROAD / LEWISHAM TOWN HALL,537663,173638,51.44448888,-0.018874974,60,77541,2L06,0
8410,WEST BROMPTON STATION <>,525443,178082,51.48727102,-0.193058556,238,76364,7F08,0
8411,BEVERLEY ROAD,512471,179053,51.49872871,-0.379518995,99,72665,QD10,0
8412,ADELAIDE ROAD,512387,179056,51.49877239,-0.38072779,277,55137,QD10,0
8415,CLERKENWELL ROAD,531445,182013,51.52123773,-0.105187243,333,50476,8007,0
8416,HIGH HOLBORN / CHANCERY LANE STATION <>,531122,181683,51.51834692,-0.109963456,159,74505,8001,0
8417,CLERKENWELL ROAD / ROSEBERY AVENUE,530978,182020,51.52140915,-0.111912624,153,55860,8003,0
8418,THEOBALDS ROAD / CLERKENWELL ROAD,531008,181925,51.52054837,-0.111515745,338,56719,8002,0
8419,BROWNLOW STREET,530883,181606,51.51771031,-0.113435073,80,77153,8015,0
842,GOLDHAWK ROAD,523448,179666,51.50194741,-0.221226273,335,57009,6610,0
8420,CHANCERY LANE STATION <>,531077,181607,51.51767431,-0.110639993,276,55273,8014,0
8424,ELTHAM ROAD / KIDBROOKE PARK ROAD,540834,174687,51.45313643,0.027146518,105,49313,GE06,0
8428,EDGWAREBURY LANE / EDGWARE WAY,519345,192714,51.62010883,-0.275887016,173,50689,TB21,0
843,GOLDHAWK ROAD,523450,179697,51.50222561,-0.221186619,155,71498,6610,0
8436,RUSSELL SQUARE,530218,181931,51.52078501,-0.122894807,236,55923,8601,0
8437,SOUTHAMPTON ROW,530289,181907,51.52055293,-0.121880802,140,76501,8602,0
8438,RUSSELL SQUARE <>,530089,182157,51.52284595,-0.124669825,144,59177,8603,0
8440,PORTLAND STREET,532748,177731,51.48244851,-0.088027075,69,55974,3D06,0
8441,PORTLAND STREET,532775,177726,51.48239723,-0.087640307,244,51153,3D06,0
8442,ALBANY ROAD / WELLS WAY,533048,177881,51.48372613,-0.083652238,61,55985,3J07,0
8443,ALBANY ROAD / WELLS WAY,533054,177869,51.48361687,-0.083570392,241,49725,3J07,0
8456,ESHER HIGH STREET,513922,164692,51.36934812,-0.363243003,224,74324,ZX28,0
846,GOLDHAWK ROAD STATION <>,523140,179630,51.50169104,-0.225674552,251,47077,6609,0
847,GOLDHAWK ROAD STATION <>,523135,179647,51.50184493,-0.225740624,71,51277,6609,0
848,BLOEMFONTEIN ROAD,522684,180102,51.50603266,-0.232077479,93,48395,6304,0
849,BLOEMFONTEIN ROAD,522703,180085,51.50587573,-0.231809738,276,48034,6304,0
8499,CATERHAM VALLEY,534159,155485,51.28217756,-0.076120852,342,58745,ZC01,0
850,ASKEW ROAD,521958,180103,51.50619882,-0.242533756,268,56419,Q008,0
8500,CATERHAM VALLEY,534180,155473,51.28206476,-0.075824396,152,47750,ZC01,0
8501,BEECHWOOD GARDENS,534301,156403,51.29039484,-0.073740506,41,72504,ZC04,0
8502,BEECHWOOD GARDENS,534257,156319,51.28965025,-0.074402798,204,55631,ZC04,0
8503,MARDEN LODGE SCHOOL,534572,156996,51.29566057,-0.069632395,7,75182,ZC06,0
8504,MARDEN LODGE SCHOOL,534561,156851,51.29435995,-0.069844756,194,72228,ZC06,0
8506,CHANDOS ROAD,526858,190092,51.59489945,-0.168357611,136,56249,TW06,0
8509,SPENCER ROAD,550823,182878,51.52416816,0.174319365,287,77444,V302,0
851,FIRST AVENUE,521806,180111,51.50630352,-0.244720271,86,52054,Q008,0
8510,SPENCER ROAD,550936,182870,51.52406608,0.175943723,106,51914,V302,0
8511,MANOR WAY,551384,182697,51.52239159,0.182322863,288,49415,V205,0
8517,NEW ROAD,553058,182465,51.51985565,0.206334994,257,56829,V008,0
8522,CORBETS TEY,556269,185074,51.5424195,0.253741414,63,58601,VQ16,0
8523,ST LAURENCE CHURCH,555994,186412,51.55451817,0.250371966,197,48417,VQ11,0
8524,HACTON LANE,554614,186938,51.55962455,0.230711689,283,49465,V510,0
8525,HACTON LANE,554598,186961,51.5598356,0.230491151,103,56107,V510,0
8527,HORNCHURCH TOWN CENTRE,554062,187095,51.56118636,0.222822916,118,74956,V508,0
8528,HORNCHURCH TOWN CENTRE / NORTH STREET,554022,187089,51.56114337,0.22224363,0,75666,V508,0
8531,HORNCHURCH STATION <>,553978,186313,51.55418252,0.221269441,197,56466,V516,0
8547,MUSEUM OF LONDON,532117,181702,51.5182858,-0.095622558,351,54237,1F01,0
8548,MUSEUM OF LONDON,532143,181648,51.51779439,-0.09526826,171,77491,1F01,0
8549,ALDGATE STATION <>,533619,181184,51.51327697,-0.074181731,241,58497,1008,0
8551,MANSION HOUSE STATION <>,532298,181025,51.51215889,-0.093269267,126,56901,1703,0
8552,CANNON STREET STATION <> #,532698,180889,51.51084277,-0.087558958,285,57681,1505,0
8553,CANNON STREET STATION <> #,532561,180940,51.5113333,-0.089513039,110,72054,1505,0
8556,BREAD STREET,532359,181177,51.5135107,-0.092333555,284,59126,1402,0
8557,FACTORY LANE,531697,166016,51.37740343,-0.107512163,323,55151,HA09,0
8558,BANK STATION <> / CORNHILL,532802,181117,51.51286748,-0.085975109,89,75235,1J05,0
8559,BANK STATION <> / CORNHILL,532791,181105,51.51276221,-0.086138074,269,73058,1J05,0
8560,BISHOPSGATE,532983,181130,51.51294173,-0.083363089,84,76024,1K04,0
8561,SNOW HILL,531550,181601,51.51751041,-0.103828363,349,47306,1C01,0
8562,SNOW HILL,531570,181608,51.51756866,-0.103537637,170,71682,1C01,0
8564,FLEET STREET / CITY THAMESLINK #,531630,181257,51.51440005,-0.102804409,162,71451,1B06,0
8566,ROOD LANE,533153,180932,51.51112217,-0.080989213,84,76376,1201,0
8567,ROOD LANE,533184,180925,51.51105195,-0.080545354,256,48992,1201,0
8568,FENCHURCH STREET STATION #,533342,181009,51.51176963,-0.078237851,62,75686,1007,0
8570,FETTER LANE,531356,181164,51.51362799,-0.106785937,265,52782,1A04,0
8571,HOLBORN CIRCUS,531476,181545,51.51702434,-0.104915271,284,53027,1B07,0
8572,HOUNDSDITCH,533337,181427,51.51552755,-0.078151732,132,55223,1G03,0
8577,ST MARY AXE,533141,181131,51.5129135,-0.081086886,265,72196,1011,0
8578,ST MARY AXE,533184,181145,51.51302919,-0.080462227,85,49001,1011,0
8579,FENCHURCH STREET,533383,181119,51.51274856,-0.077605679,276,77801,1010,0
8581,CITY THAMESLINK STN # / LUDGATE CIRCUS,531695,181165,51.51355805,-0.101902488,273,51004,1B03,0
8583,ALDGATE BUS STATION,533625,181128,51.51277226,-0.074116538,159,51466,1002,0
8585,CROSSWALL,533651,180995,51.51157078,-0.073792469,170,73005,1102,0
8586,KING EDWARD STREET,531955,181353,51.51518703,-0.098086982,111,50503,1.00E+07,0
8588,THREADNEEDLE STREET,532926,181252,51.51405162,-0.084138104,215,52318,1H05,0
8589,GREAT WINCHESTER STREET,533018,181342,51.51483883,-0.082778938,207,56153,1H04,0
8590,POULTRY / BANK STATION <> [DLR],532570,181130,51.51303881,-0.089311946,284,47149,1401,0
8591,QUEEN STREET PLACE / SOUTHWARK BRIDGE,532409,180722,51.50940967,-0.091784259,199,58073,1701,0
8596,BANK STATION <> / QUEEN VICTORIA STREET,532561,181062,51.51242977,-0.089467157,257,72432,1504,0
8597,ST ANDREW STREET,531436,181514,51.51675503,-0.105503051,150,50400,1B08,0
86,OLD KENT ROAD / ILDERTON ROAD,535094,177392,51.47884622,-0.054388036,120,48435,3K05,0
8600,ST PAUL'S STATION <>,532134,181312,51.51477669,-0.095523897,175,52729,1.00E+04,0
8601,ST PAUL'S CATHEDRAL,532106,181078,51.51268016,-0.096014937,111,53477,1.00E+01,0
8602,ST PAUL'S CATHEDRAL,531964,181089,51.51281222,-0.098056188,291,49762,1.00E+01,0
8606,BANK STATION <> / THREADNEEDLE STREET,532781,181166,51.5133128,-0.086259133,66,73256,1J04,0
8607,OLD BROAD STREET,532963,181220,51.51375531,-0.083617216,74,75971,1H01,0
8608,OLD BROAD STREET,532934,181204,51.51361834,-0.084040974,261,48687,1H01,0
861,OLD ST STN <># / MOORFIELDS EYE HOSP,532739,182674,51.52687576,-0.08629595,175,58537,C606,0
862,MINTERN STREET,532766,183260,51.53213605,-0.085685977,337,51976,D203,0
8621,GANTS HILL STATION <>/ CRANBROOK ROAD,543265,188359,51.57539179,0.067671332,352,51754,X704,0
8622,GANTS HILL STATION <>/ CRANBROOK ROAD,543289,188331,51.57513406,0.068006045,159,58042,X704,0
8624,NATIONAL MARITIME MUSEUM,538478,177728,51.48104746,-0.005551569,60,57471,GM01,0
863,MINTERN STREET,532802,183212,51.53169618,-0.085185321,157,74266,D203,0
864,LANCASTER GATE,526441,180710,51.51066907,-0.177748655,74,72013,0M01,0
865,LEINSTER TERRACE,526345,180665,51.51028609,-0.179147571,253,50901,0M12,0
866,UPPER NORTH STREET,537476,180949,51.51023949,-0.018718631,264,53781,BP09,0
868,BAZELY STREET,538047,181011,51.51065745,-0.01047052,264,54110,BP11,0
869,CHRISP STREET MARKET,537852,181009,51.5106871,-0.013279818,85,75713,BP11,0
87,PALACE GATE,526074,179682,51.50151146,-0.183402519,105,48388,7A08,0
871,GRACECHURCH STREET / MONUMENT STATION <>,532944,180901,51.51089279,-0.084011215,20,48136,1K01,0
8745,TORRINGTON PARK,526319,192453,51.61624075,-0.17528501,358,58300,TU10,0
8748,KING STREET,512336,179177,51.49987019,-0.381423747,195,53338,QD08,0
8749,KING STREET,512364,179315,51.50110509,-0.380976522,15,48941,QD08,0
875,ABBOTT ROAD,538811,181179,51.51198006,0.000599183,254,73689,BJ03,0
8750,THE GREEN,512451,179419,51.50202263,-0.37969034,218,73753,QD02,0
8752,RUSKIN ROAD,532119,165899,51.37625379,-0.101495102,187,59443,HC26,0
876,ABBOTT ROAD,538809,181209,51.51225016,0.000582192,70,59391,BJ03,0
8763,SUMNER ROAD,531386,166380,51.38074706,-0.111843983,139,52031,HA07,0
8764,SUMNER ROAD,531394,166348,51.3804576,-0.11174092,317,49607,HA07,0
8769,DRAKE ROAD,530918,166778,51.38443237,-0.118419008,128,57344,HA05,0
877,NEW ROAD,534648,181307,51.51413807,-0.05931313,273,57183,B908,0
8770,LOMBARD ROUNDABOUT,530897,166776,51.38441924,-0.118721387,308,55166,HA05,0
8771,LOMBARD ROUNDABOUT,530779,166882,51.38539915,-0.120377284,124,58220,H907,0
8772,OCKLEY ROAD,530718,166902,51.38559297,-0.121246138,302,56147,H907,0
8777,THERAPIA LANE / CROYDON CEMETERY,530331,167154,51.38794693,-0.126712616,122,72790,H908,0
8778,THERAPIA LANE / CROYDON CEMETERY,530266,167178,51.38817756,-0.127637538,300,53584,H908,0
8781,ROCHFORD WAY,530065,167324,51.38953591,-0.13047144,121,50734,H909,0
8782,ROCHFORD WAY,529991,167354,51.3898225,-0.131523508,303,72901,H909,0
8784,WATNEYS ROAD,529481,167582,51.39198837,-0.138766856,291,72476,L913,0
8785,WATNEYS ROAD,529619,167542,51.39159734,-0.136798901,111,58102,L913,0
8786,BEDDINGTON LANE,529036,167789,51.39395027,-0.145084669,113,53722,L914,0
8787,BEDDINGTON LANE,529145,167717,51.39327833,-0.143544859,299,51292,L914,0
879,ST MARY & ST MICHAEL CHURCH,535225,181254,51.51352391,-0.051022306,271,50653,B306,0
8792,THE RAVENSBURY ARMS,528246,168162,51.39748194,-0.156299916,125,52358,L915,0
8793,THE RAVENSBURY ARMS,528283,168124,51.39713203,-0.155782028,302,76773,L915,0
8794,MADEIRA ROAD,528049,168529,51.40082505,-0.158998009,343,59480,L734,0
8795,MADEIRA ROAD,528089,168433,51.39995317,-0.158457898,164,58429,L734,0
8797,THREE KINGS POND,528040,168597,51.40143827,-0.159102789,162,71480,L733,0
8798,THREE KINGS POND,527996,168695,51.40232903,-0.159699687,339,53079,L733,0
88,ALBANY ROAD / CAMBERWELL ROAD,532552,177678,51.48201815,-0.090868279,75,75532,3D07,0
8803,DOWNE ROAD,527839,169231,51.40718202,-0.161762549,196,57944,L716,0
8806,EVELINE ROAD,527930,169535,51.40989385,-0.160345076,15,71056,L717,0
8807,EVELINE ROAD,527964,169690,51.41127932,-0.159800477,177,77976,L720,0
881,EXMOUTH ESTATE,535452,181205,51.51302914,-0.047771461,283,74927,B307,0
8810,LONDON ROAD / FIGGE'S MARSH,527925,170049,51.41451481,-0.16023146,356,51672,L721,0
8811,LONDON ROAD / FIGGE'S MARSH,527935,170066,51.41466535,-0.160081587,176,51088,L721,0
8812,GORRINGE PARK AVENUE,527907,170305,51.4168198,-0.160397802,355,54796,LA01,0
8813,GORRINGE PARK AVENUE,527921,170283,51.41661891,-0.160204501,175,72576,LA01,0
8816,TOOTING / THE MITRE,527733,171187,51.42478646,-0.162580995,138,77274,5.00E+07,0
8817,BICKLEY STREET,527622,171267,51.42553051,-0.16414801,324,75273,5.00E+07,0
882,ST MARY & ST MICHAEL CHURCH,535245,181271,51.5136719,-0.050727705,99,50095,B306,0
8822,FAIRLIGHT ROAD,526999,171717,51.4297151,-0.172943652,315,59185,5D01,0
8823,FAIRLIGHT ROAD,527088,171680,51.42936259,-0.171677242,108,55880,5D01,0
8824,STREATHAM CEMETERY,526818,171895,51.43135552,-0.175482425,299,56770,5H07,0
8825,STREATHAM CEMETERY,526868,171878,51.43119153,-0.174769562,125,57458,5H07,0
8826,WIMBLEDON ROAD,526619,171986,51.43221794,-0.178311322,127,58869,5H06,0
8827,WIMBLEDON ROAD,526620,171966,51.43203796,-0.178304094,304,71232,5H06,0
8828,HUNTSPILL STREET,526406,171999,51.43238236,-0.181369487,275,53671,5H05,0
8832,BURNTWOOD LANE,526198,172229,51.43449599,-0.184278436,333,57665,5H04,0
8833,SUMMERSTOWN,526301,172053,51.43289113,-0.182860066,124,72515,5H04,0
8834,WALDRON ROAD,526133,172471,51.43668559,-0.185126925,177,76142,5H03,0
8835,WALDRON ROAD,526139,172349,51.4355877,-0.185084109,340,59462,5H03,0
8836,ISIS STREET,526110,172753,51.43922535,-0.185357218,357,47613,5H02,0
8837,ISIS STREET,526126,172661,51.43839488,-0.185159894,177,52099,5H02,0
8838,EARLSFIELD STATION #,526082,172919,51.44072361,-0.18570077,334,75781,5H01,0
8839,EARLSFIELD STATION#,526096,172918,51.4407115,-0.185499777,155,53626,5H01,0
884,STEPNEY METHODIST CHURCH,535776,181186,51.5127806,-0.043111993,86,53228,B309,0
8840,EARLSFIELD ROAD,525915,173152,51.44285499,-0.188019681,326,50233,5K06,0
8841,EARLSFIELD ROAD,525944,173131,51.44265979,-0.187610055,143,48144,5K06,0
8844,HENRY PRINCE ESTATE,525917,173411,51.44518246,-0.187898753,3,54041,5K05,0
8845,HENRY PRINCE ESTATE,525931,173453,51.44555684,-0.187682436,181,72585,5K05,0
8846,SWAFFIELD ROAD,525889,173793,51.44862213,-0.188165568,353,58447,5K04,0
8847,SWAFFIELD ROAD,525915,173698,51.44776248,-0.187825382,171,51459,5K04,0
885,STEPNEY METHODIST CHURCH,535867,181167,51.51258797,-0.041808592,279,55267,B309,0
8850,THE OLD SERGEANT,525801,174126,51.45163473,-0.189312985,332,73079,5K03,0
8851,THE OLD SERGEANT,525847,174062,51.45104927,-0.188674021,157,54311,5K03,0
8852,MAPLETON ROAD,525705,174314,51.45334581,-0.19062718,320,50597,5L06,0
8853,MAPLETON ROAD,525720,174320,51.45339641,-0.190409256,138,47046,5L06,0
